Recency,Frequency,Monetary,Time,Class,Recency_bin,TotalDonationValue,DonationRate,Monetary_log
4,6,1500,39,0,0,9000,0.15,7.313886831633462
4,11,2750,78,0,0,30250,0.13924050632911392,7.919719760924575
2,1,250,2,1,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,1,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,1,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,1,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
2,1,250,2,0,0,250,0.3333333333333333,5.5254529391317835
11,10,2500,35,0,0,25000,0.2777777777777778,7.824445930877619
11,4,1000,16,1,0,4000,0.23529411764705882,6.90875477931522
4,5,1250,33,1,0,6250,0.14705882352941177,7.1316985104669115
4,6,1500,41,1,0,9000,0.14285714285714285,7.313886831633462
2,3,750,22,0,0,2250,0.13043478260869565,6.621405651764134
4,4,1000,26,1,0,4000,0.14814814814814814,6.90875477931522
10,4,1000,16,0,0,4000,0.23529411764705882,6.90875477931522
2,4,1000,35,0,0,4000,0.1111111111111111,6.90875477931522
4,12,3000,88,0,0,36000,0.1348314606741573,8.006700845440367
13,8,2000,26,0,0,16000,0.2962962962962963,7.601402334583733
11,9,2250,33,0,0,20250,0.2647058823529412,7.719129840906732
4,5,1250,34,0,0,6250,0.14285714285714285,7.1316985104669115
4,4,1000,26,0,0,4000,0.14814814814814814,6.90875477931522
8,15,3750,77,0,0,56250,0.19230769230769232,8.229777750081887
4,5,1250,35,1,0,6250,0.1388888888888889,7.1316985104669115
4,7,1750,52,0,0,12250,0.1320754716981132,7.467942332285852
4,7,1750,52,0,0,12250,0.1320754716981132,7.467942332285852
2,4,1000,35,0,0,4000,0.1111111111111111,6.90875477931522
11,11,2750,42,0,0,30250,0.2558139534883721,7.919719760924575
2,2,500,14,0,0,1000,0.13333333333333333,6.2166061010848646
2,5,1250,47,1,0,6250,0.10416666666666667,7.1316985104669115
9,8,2000,38,1,0,16000,0.20512820512820512,7.601402334583733
4,6,1500,47,0,0,9000,0.125,7.313886831633462
11,7,1750,29,0,0,12250,0.23333333333333334,7.467942332285852
9,9,2250,45,0,0,20250,0.1956521739130435,7.719129840906732
4,6,1500,52,0,0,9000,0.11320754716981132,7.313886831633462
4,7,1750,58,0,0,12250,0.11864406779661017,7.467942332285852
6,2,500,11,1,0,1000,0.16666666666666666,6.2166061010848646
4,7,1750,58,0,0,12250,0.11864406779661017,7.467942332285852
11,9,2250,38,0,0,20250,0.23076923076923078,7.719129840906732
11,6,1500,26,0,0,9000,0.2222222222222222,7.313886831633462
2,2,500,16,0,0,1000,0.11764705882352941,6.2166061010848646
2,7,1750,76,0,0,12250,0.09090909090909091,7.467942332285852
11,6,1500,27,0,0,9000,0.21428571428571427,7.313886831633462
11,3,750,14,0,0,2250,0.2,6.621405651764134
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,1,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,1,0,250,0.2,5.5254529391317835
4,1,250,4,1,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,1,0,250,0.2,5.5254529391317835
4,1,250,4,1,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,3,750,24,0,0,2250,0.12,6.621405651764134
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
4,1,250,4,1,0,250,0.2,5.5254529391317835
4,1,250,4,0,0,250,0.2,5.5254529391317835
10,8,2000,39,0,0,16000,0.2,7.601402334583733
14,7,1750,26,0,0,12250,0.25925925925925924,7.467942332285852
8,10,2500,63,0,0,25000,0.15625,7.824445930877619
11,3,750,15,0,0,2250,0.1875,6.621405651764134
4,2,500,14,0,0,1000,0.13333333333333333,6.2166061010848646
2,4,1000,43,0,0,4000,0.09090909090909091,6.90875477931522
8,9,2250,58,0,0,20250,0.15254237288135594,7.719129840906732
8,8,2000,52,1,0,16000,0.1509433962264151,7.601402334583733
11,22,5500,98,0,0,121000,0.2222222222222222,8.612685172875459
4,3,750,25,1,0,2250,0.11538461538461539,6.621405651764134
11,17,4250,79,1,0,72250,0.2125,8.35490952835879
9,2,500,11,0,0,1000,0.16666666666666666,6.2166061010848646
4,5,1250,46,0,0,6250,0.10638297872340426,7.1316985104669115
11,12,3000,58,0,0,36000,0.2033898305084746,8.006700845440367
7,12,3000,86,0,0,36000,0.13793103448275862,8.006700845440367
11,2,500,11,0,0,1000,0.16666666666666666,6.2166061010848646
11,2,500,11,0,0,1000,0.16666666666666666,6.2166061010848646
11,2,500,11,0,0,1000,0.16666666666666666,6.2166061010848646
2,6,1500,75,0,0,9000,0.07894736842105263,7.313886831633462
11,8,2000,41,1,0,16000,0.19047619047619047,7.601402334583733
11,3,750,16,1,0,2250,0.17647058823529413,6.621405651764134
12,13,3250,59,0,0,42250,0.21666666666666667,8.086717920303906
2,3,750,35,0,0,2250,0.08333333333333333,6.621405651764134
16,8,2000,28,0,1,16000,0.27586206896551724,7.601402334583733
11,7,1750,37,0,0,12250,0.18421052631578946,7.467942332285852
4,3,750,28,0,0,2250,0.10344827586206896,6.621405651764134
12,12,3000,58,0,0,36000,0.2033898305084746,8.006700845440367
4,4,1000,41,0,0,4000,0.09523809523809523,6.90875477931522
11,14,3500,73,1,0,49000,0.1891891891891892,8.160803920954665
2,2,500,23,0,0,1000,0.08333333333333333,6.2166061010848646
2,3,750,38,1,0,2250,0.07692307692307693,6.621405651764134
4,5,1250,58,0,0,6250,0.0847457627118644,7.1316985104669115
4,4,1000,43,1,0,4000,0.09090909090909091,6.90875477931522
3,2,500,23,0,0,1000,0.08333333333333333,6.2166061010848646
11,8,2000,46,0,0,16000,0.1702127659574468,7.601402334583733
4,7,1750,82,0,0,12250,0.08433734939759036,7.467942332285852
13,4,1000,21,0,0,4000,0.18181818181818182,6.90875477931522
16,11,2750,40,0,1,30250,0.2682926829268293,7.919719760924575
16,7,1750,28,0,1,12250,0.2413793103448276,7.467942332285852
7,2,500,16,0,0,1000,0.11764705882352941,6.2166061010848646
4,5,1250,58,0,0,6250,0.0847457627118644,7.1316985104669115
4,5,1250,58,0,0,6250,0.0847457627118644,7.1316985104669115
4,4,1000,46,0,0,4000,0.0851063829787234,6.90875477931522
14,13,3250,57,0,0,42250,0.22413793103448276,8.086717920303906
4,3,750,34,0,0,2250,0.08571428571428572,6.621405651764134
14,18,4500,78,0,0,81000,0.22784810126582278,8.412054873292933
11,8,2000,48,0,0,16000,0.16326530612244897,7.601402334583733
14,16,4000,70,0,0,64000,0.22535211267605634,8.294299608857235
14,4,1000,22,1,0,4000,0.17391304347826086,6.90875477931522
14,5,1250,26,0,0,6250,0.18518518518518517,7.1316985104669115
8,2,500,16,0,0,1000,0.11764705882352941,6.2166061010848646
11,5,1250,33,0,0,6250,0.14705882352941177,7.1316985104669115
11,2,500,14,0,0,1000,0.13333333333333333,6.2166061010848646
4,2,500,23,0,0,1000,0.08333333333333333,6.2166061010848646
9,2,500,16,1,0,1000,0.11764705882352941,6.2166061010848646
14,5,1250,28,1,0,6250,0.1724137931034483,7.1316985104669115
14,3,750,19,1,0,2250,0.15,6.621405651764134
14,4,1000,23,1,0,4000,0.16666666666666666,6.90875477931522
16,12,3000,50,0,1,36000,0.23529411764705882,8.006700845440367
11,4,1000,28,0,0,4000,0.13793103448275862,6.90875477931522
11,5,1250,35,0,0,6250,0.1388888888888889,7.1316985104669115
11,5,1250,35,0,0,6250,0.1388888888888889,7.1316985104669115
2,4,1000,70,0,0,4000,0.056338028169014086,6.90875477931522
14,5,1250,28,0,0,6250,0.1724137931034483,7.1316985104669115
14,2,500,14,0,0,1000,0.13333333333333333,6.2166061010848646
14,2,500,14,0,0,1000,0.13333333333333333,6.2166061010848646
14,2,500,14,0,0,1000,0.13333333333333333,6.2166061010848646
14,2,500,14,0,0,1000,0.13333333333333333,6.2166061010848646
14,2,500,14,0,0,1000,0.13333333333333333,6.2166061010848646
14,2,500,14,0,0,1000,0.13333333333333333,6.2166061010848646
2,3,750,52,0,0,2250,0.05660377358490566,6.621405651764134
14,6,1500,34,0,0,9000,0.17142857142857143,7.313886831633462
11,5,1250,37,1,0,6250,0.13157894736842105,7.1316985104669115
4,5,1250,74,0,0,6250,0.06666666666666667,7.1316985104669115
11,3,750,23,0,0,2250,0.125,6.621405651764134
16,4,1000,23,0,1,4000,0.16666666666666666,6.90875477931522
16,3,750,19,0,1,2250,0.15,6.621405651764134
11,5,1250,38,0,0,6250,0.1282051282051282,7.1316985104669115
11,2,500,16,0,0,1000,0.11764705882352941,6.2166061010848646
12,9,2250,60,0,0,20250,0.14754098360655737,7.719129840906732
9,1,250,9,0,0,250,0.1,5.5254529391317835
9,1,250,9,0,0,250,0.1,5.5254529391317835
4,2,500,29,0,0,1000,0.06666666666666667,6.2166061010848646
11,2,500,17,0,0,1000,0.1111111111111111,6.2166061010848646
14,4,1000,26,0,0,4000,0.14814814814814814,6.90875477931522
11,9,2250,72,1,0,20250,0.1232876712328767,7.719129840906732
11,5,1250,41,0,0,6250,0.11904761904761904,7.1316985104669115
15,16,4000,82,0,1,64000,0.1927710843373494,8.294299608857235
9,5,1250,51,1,0,6250,0.09615384615384616,7.1316985104669115
11,4,1000,34,0,0,4000,0.11428571428571428,6.90875477931522
14,8,2000,50,1,0,16000,0.1568627450980392,7.601402334583733
16,7,1750,38,0,1,12250,0.1794871794871795,7.467942332285852
14,2,500,16,0,0,1000,0.11764705882352941,6.2166061010848646
2,2,500,41,0,0,1000,0.047619047619047616,6.2166061010848646
14,16,4000,98,0,0,64000,0.16161616161616163,8.294299608857235
14,4,1000,28,1,0,4000,0.13793103448275862,6.90875477931522
16,7,1750,39,0,1,12250,0.175,7.467942332285852
14,7,1750,47,0,0,12250,0.14583333333333334,7.467942332285852
16,6,1500,35,0,1,9000,0.16666666666666666,7.313886831633462
16,6,1500,35,1,1,9000,0.16666666666666666,7.313886831633462
11,7,1750,62,1,0,12250,0.1111111111111111,7.467942332285852
16,2,500,16,0,1,1000,0.11764705882352941,6.2166061010848646
16,3,750,21,1,1,2250,0.13636363636363635,6.621405651764134
11,3,750,28,0,0,2250,0.10344827586206896,6.621405651764134
11,7,1750,64,0,0,12250,0.1076923076923077,7.467942332285852
11,1,250,11,1,0,250,0.08333333333333333,5.5254529391317835
9,3,750,34,0,0,2250,0.08571428571428572,6.621405651764134
14,4,1000,30,0,0,4000,0.12903225806451613,6.90875477931522
23,38,9500,98,0,1,361000,0.3838383838383838,9.15915233520675
11,6,1500,58,0,0,9000,0.1016949152542373,7.313886831633462
11,1,250,11,0,0,250,0.08333333333333333,5.5254529391317835
11,1,250,11,0,0,250,0.08333333333333333,5.5254529391317835
11,1,250,11,0,0,250,0.08333333333333333,5.5254529391317835
11,1,250,11,0,0,250,0.08333333333333333,5.5254529391317835
11,1,250,11,0,0,250,0.08333333333333333,5.5254529391317835
11,1,250,11,0,0,250,0.08333333333333333,5.5254529391317835
11,1,250,11,0,0,250,0.08333333333333333,5.5254529391317835
11,1,250,11,0,0,250,0.08333333333333333,5.5254529391317835
11,2,500,21,0,0,1000,0.09090909090909091,6.2166061010848646
11,5,1250,50,0,0,6250,0.09803921568627451,7.1316985104669115
11,2,500,21,0,0,1000,0.09090909090909091,6.2166061010848646
16,4,1000,28,0,1,4000,0.13793103448275862,6.90875477931522
4,2,500,41,0,0,1000,0.047619047619047616,6.2166061010848646
16,6,1500,40,0,1,9000,0.14634146341463414,7.313886831633462
14,3,750,26,0,0,2250,0.1111111111111111,6.621405651764134
9,2,500,26,0,0,1000,0.07407407407407407,6.2166061010848646
21,16,4000,64,0,1,64000,0.24615384615384617,8.294299608857235
14,6,1500,51,0,0,9000,0.11538461538461539,7.313886831633462
11,2,500,24,0,0,1000,0.08,6.2166061010848646
4,3,750,71,0,0,2250,0.041666666666666664,6.621405651764134
21,13,3250,57,0,1,42250,0.22413793103448276,8.086717920303906
11,6,1500,71,0,0,9000,0.08333333333333333,7.313886831633462
14,2,500,21,1,0,1000,0.09090909090909091,6.2166061010848646
23,15,3750,57,0,1,56250,0.25862068965517243,8.229777750081887
14,4,1000,38,0,0,4000,0.10256410256410256,6.90875477931522
11,2,500,26,0,0,1000,0.07407407407407407,6.2166061010848646
16,5,1250,40,1,1,6250,0.12195121951219512,7.1316985104669115
4,2,500,51,1,0,1000,0.038461538461538464,6.2166061010848646
14,3,750,31,0,0,2250,0.09375,6.621405651764134
4,2,500,52,0,0,1000,0.03773584905660377,6.2166061010848646
9,4,1000,65,0,0,4000,0.06060606060606061,6.90875477931522
14,4,1000,40,0,0,4000,0.0975609756097561,6.90875477931522
11,3,750,40,1,0,2250,0.07317073170731707,6.621405651764134
14,5,1250,50,0,0,6250,0.09803921568627451,7.1316985104669115
14,1,250,14,0,0,250,0.06666666666666667,5.5254529391317835
14,1,250,14,0,0,250,0.06666666666666667,5.5254529391317835
14,1,250,14,0,0,250,0.06666666666666667,5.5254529391317835
14,1,250,14,0,0,250,0.06666666666666667,5.5254529391317835
14,1,250,14,0,0,250,0.06666666666666667,5.5254529391317835
14,1,250,14,0,0,250,0.06666666666666667,5.5254529391317835
14,1,250,14,0,0,250,0.06666666666666667,5.5254529391317835
14,1,250,14,0,0,250,0.06666666666666667,5.5254529391317835
14,7,1750,72,0,0,12250,0.0958904109589041,7.467942332285852
14,1,250,14,0,0,250,0.06666666666666667,5.5254529391317835
14,1,250,14,0,0,250,0.06666666666666667,5.5254529391317835
9,3,750,52,0,0,2250,0.05660377358490566,6.621405651764134
14,7,1750,73,0,0,12250,0.0945945945945946,7.467942332285852
11,4,1000,58,0,0,4000,0.06779661016949153,6.90875477931522
11,4,1000,59,0,0,4000,0.06666666666666667,6.90875477931522
4,2,500,59,0,0,1000,0.03333333333333333,6.2166061010848646
11,4,1000,61,0,0,4000,0.06451612903225806,6.90875477931522
16,4,1000,40,0,1,4000,0.0975609756097561,6.90875477931522
16,10,2500,89,0,1,25000,0.1111111111111111,7.824445930877619
21,2,500,21,1,1,1000,0.09090909090909091,6.2166061010848646
21,3,750,26,0,1,2250,0.1111111111111111,6.621405651764134
16,8,2000,76,0,1,16000,0.1038961038961039,7.601402334583733
21,3,750,26,1,1,2250,0.1111111111111111,6.621405651764134
18,2,500,23,0,1,1000,0.08333333333333333,6.2166061010848646
23,5,1250,33,0,1,6250,0.14705882352941177,7.1316985104669115
23,8,2000,46,0,1,16000,0.1702127659574468,7.601402334583733
16,3,750,34,0,1,2250,0.08571428571428572,6.621405651764134
14,5,1250,64,0,0,6250,0.07692307692307693,7.1316985104669115
14,3,750,41,0,0,2250,0.07142857142857142,6.621405651764134
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,4,1000,45,0,1,4000,0.08695652173913043,6.90875477931522
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,1,250,16,0,1,250,0.058823529411764705,5.5254529391317835
16,2,500,26,0,1,1000,0.07407407407407407,6.2166061010848646
21,2,500,23,0,1,1000,0.08333333333333333,6.2166061010848646
16,2,500,27,0,1,1000,0.07142857142857142,6.2166061010848646
21,2,500,23,0,1,1000,0.08333333333333333,6.2166061010848646
21,2,500,23,0,1,1000,0.08333333333333333,6.2166061010848646
14,4,1000,57,0,0,4000,0.06896551724137931,6.90875477931522
16,5,1250,60,0,1,6250,0.08196721311475409,7.1316985104669115
23,2,500,23,0,1,1000,0.08333333333333333,6.2166061010848646
14,5,1250,74,0,0,6250,0.06666666666666667,7.1316985104669115
23,3,750,28,0,1,2250,0.10344827586206896,6.621405651764134
16,3,750,40,0,1,2250,0.07317073170731707,6.621405651764134
9,2,500,52,0,0,1000,0.03773584905660377,6.2166061010848646
9,2,500,52,0,0,1000,0.03773584905660377,6.2166061010848646
16,7,1750,87,1,1,12250,0.07954545454545454,7.467942332285852
14,4,1000,64,0,0,4000,0.06153846153846154,6.90875477931522
